model,dataset,target,horizon,store,product,lookback,lstm_units,dropout,lr,batch_size,activation,smape,mase,rmse,rmsle
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.84024,0.86376685,40.610713958740234,0.7412197589874268
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.322197,0.8357262,41.23087692260742,0.49836283922195435
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.373184,0.73006415,42.285404205322266,0.8587439060211182
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.514263,0.7807427,50.87979507446289,0.7184041738510132
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.596035,0.78417087,47.19265365600586,0.5373576879501343
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,31.60285,0.7248131,35.48347473144531,0.4269988536834717
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.24749,0.7996468,47.512821197509766,0.8594797849655151
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.426918,0.7542575,46.73585510253906,0.5115315914154053
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.724655,0.92275935,42.95553970336914,0.7888169288635254
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.043655,0.83116806,33.67732620239258,0.5237235426902771
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.673916,0.8097544,50.98731231689453,0.5863559246063232
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.84046,0.80908877,32.120094299316406,0.7018831372261047
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.709118,0.8135553,45.52891540527344,0.7484434843063354
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,49.969143,0.84209204,44.60614776611328,0.9422241449356079
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,46.535934,0.86786914,40.10280990600586,0.7664498686790466
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,29.759296,0.68293947,34.021636962890625,0.36970600485801697
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.032284,0.8646454,31.74584197998047,0.5788978338241577
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.20583,0.7566775,32.97725296020508,0.6345932483673096
